start_scan,end_scan,year,julian_day,hour,minute,state,min,mean,std,max,timestamp
20193381100200,20193381109519,2019,338,11,00,ACRE,263.8401794433594,293.9552307128906,3.3475441932678223,297.7009582519531,1575468000
20193381100200,20193381109519,2019,338,11,00,ALAGOAS,227.15252685546875,273.6826477050781,16.334426879882812,292.53887939453125,1575468000
20193381100200,20193381109519,2019,338,11,00,AMAZONAS,205.88967895507812,286.22930908203125,13.16280746459961,297.7009582519531,1575468000
20193381100200,20193381109519,2019,338,11,00,AMAPA,273.11962890625,294.316650390625,1.5458890199661255,300.0976257324219,1575468000
20193381100200,20193381109519,2019,338,11,00,BAHIA,208.96234130859375,268.6121826171875,24.586355209350586,297.88531494140625,1575468000
20193381100200,20193381109519,2019,338,11,00,CEARA,211.912109375,274.7867736816406,21.129833221435547,292.9690246582031,1575468000
20193381100200,20193381109519,2019,338,11,00,DISTRITO FEDERAL,286.8236999511719,291.689208984375,1.9406166076660156,294.01373291015625,1575468000
20193381100200,20193381109519,2019,338,11,00,ESPIRITO SANTO,282.6448669433594,290.6570129394531,1.4850740432739258,292.3544921875,1575468000
20193381100200,20193381109519,2019,338,11,00,GOIAS,229.48776245117188,291.91119384765625,3.4348533153533936,295.1199035644531,1575468000
20193381100200,20193381109519,2019,338,11,00,MARANHAO,203.2471923828125,264.8504333496094,26.69410514831543,295.1813659667969,1575468000
20193381100200,20193381109519,2019,338,11,00,MINAS GERAIS,228.99612426757812,289.8219909667969,4.828444004058838,294.87408447265625,1575468000
20193381100200,20193381109519,2019,338,11,00,MATO GROSSO DO SUL,251.85678100585938,291.5904541015625,3.8639285564422607,295.9187927246094,1575468000
20193381100200,20193381109519,2019,338,11,00,MATO GROSSO,203.92318725585938,289.2001037597656,11.914112091064453,296.59478759765625,1575468000
20193381100200,20193381109519,2019,338,11,00,PARA,203.92318725585938,273.3380126953125,25.782756805419922,296.2875061035156,1575468000
20193381100200,20193381109519,2019,338,11,00,PARAIBA,230.4095458984375,283.1734924316406,11.607011795043945,292.6617736816406,1575468000
20193381100200,20193381109519,2019,338,11,00,PERNAMBUCO,211.912109375,279.9768371582031,17.731931686401367,293.21484375,1575468000
20193381100200,20193381109519,2019,338,11,00,PIAUI,203.2471923828125,259.9345397949219,25.794374465942383,293.64501953125,1575468000
20193381100200,20193381109519,2019,338,11,00,PARANA,234.40402221679688,289.77130126953125,5.460507869720459,294.13665771484375,1575468000
20193381100200,20193381109519,2019,338,11,00,RIO DE JANEIRO,279.2034912109375,286.18798828125,4.053277492523193,293.0304870605469,1575468000
20193381100200,20193381109519,2019,338,11,00,RIO GRANDE DO NORTE,228.19723510742188,286.5245666503906,9.199588775634766,292.3544921875,1575468000
20193381100200,20193381109519,2019,338,11,00,RONDONIA,259.04681396484375,294.02593994140625,3.5031957626342773,297.45513916015625,1575468000
20193381100200,20193381109519,2019,338,11,00,RORAIMA,231.88442993164062,291.481201171875,4.30425500869751,297.9467468261719,1575468000
20193381100200,20193381109519,2019,338,11,00,RIO GRANDE DO SUL,252.348388671875,287.7352600097656,4.61606502532959,292.9075927734375,1575468000
20193381100200,20193381109519,2019,338,11,00,SANTA CATARINA,282.2761535644531,290.1734313964844,2.281054973602295,293.4606628417969,1575468000
20193381100200,20193381109519,2019,338,11,00,SERGIPE,224.51004028320312,266.3863830566406,18.460433959960938,291.4941711425781,1575468000
20193381100200,20193381109519,2019,338,11,00,SAO PAULO,234.40402221679688,288.65277099609375,5.454589366912842,294.87408447265625,1575468000
20193381100200,20193381109519,2019,338,11,00,TOCANTINS,205.52096557617188,255.80078125,26.52048683166504,294.50537109375,1575468000
